"id_pm","id_member","bcc","is_read","deleted","labels","is_new"
"5788","1773","0","0","0","-1","0"
"5646","1666","0","0","0","-1","0"
"3235","723","0","1","0","-1","0"
"3237","119","0","1","0","-1","0"
"3241","119","0","1","0","-1","0"
"3246","83","0","1","0","-1","0"
"3248","667","0","1","0","-1","0"
"4788","1198","0","1","0","-1","0"
"4785","115","0","1","0","-1","0"
"3254","6","0","1","0","-1","0"
"4781","115","0","1","0","-1","0"
"3947","138","0","1","0","-1","0"
"3913","561","0","1","0","-1","0"
"3937","842","0","1","0","-1","0"
"3939","561","0","1","0","-1","0"
"3276","6","0","1","0","-1","0"
"4640","1298","0","1","0","-1","0"
"3448","702","0","1","0","-1","0"
"3338","16","0","1","0","-1","0"
"3290","6","0","1","0","-1","0"
"6614","786","0","1","0","-1","0"
"6615","4","0","1","0","-1","0"
"7022","3832","0","1","0","-1","0"
"6930","3821","0","1","0","-1","0"
"3364","115","0","1","0","-1","0"
"8882","100","0","1","0","-1","0"
"3362","6","0","1","0","-1","0"
"3569","138","0","1","0","-1","0"
"3374","6","0","1","0","-1","0"
"6560","825","0","1","0","-1","0"
"3376","6","0","1","0","-1","0"
"3649","85","0","1","0","-1","0"
"7507","4316","0","1","0","-1","0"
"6970","2326","0","1","0","-1","0"
"3384","5","0","1","0","-1","0"
"3386","6","0","1","0","-1","0"
"3388","115","0","1","0","-1","0"
"3390","56","0","1","0","-1","0"
"3398","56","0","1","0","-1","0"
"3900","5","0","1","0","-1","0"
"4204","73","0","1","0","-1","0"
"7591","5","0","1","0","-1","0"
"4111","85","0","1","0","-1","0"
"6519","2749","0","1","0","-1","0"
"3707","903","0","1","0","-1","0"
"3710","6","0","1","0","-1","0"
"6522","2749","0","1","0","-1","0"
"6531","4","0","1","0","-1","0"
"3614","85","0","1","0","-1","0"
"7004","4","0","1","0","-1","0"
"3821","114","0","1","0","-1","0"
"4791","507","0","1","0","-1","0"
"3497","85","0","1","0","-1","0"
"3531","5","0","1","0","-1","0"
"8693","4522","0","1","0","-1","0"
"6706","191","0","0","0","-1","0"
"3607","92","0","1","0","-1","0"
"4079","786","0","1","0","-1","0"
"5791","7","0","0","0","-1","0"
"5792","1666","0","0","0","-1","0"
"5964","1252","0","1","0","-1","0"
"5773","1460","0","1","0","-1","0"
"3917","1058","0","1","0","-1","0"
"7109","1076","0","1","0","-1","0"
"7110","4","0","1","0","-1","0"
"3921","115","0","1","0","-1","0"
"5767","1298","0","1","0","-1","0"
"3923","56","0","1","0","-1","0"
"4877","1198","0","1","0","-1","0"
"3863","6","0","1","0","-1","0"
"4160","1021","0","1","0","-1","0"
"7049","3832","0","1","0","-1","0"
"4630","952","0","1","0","-1","0"
"7143","3832","0","1","0","-1","0"
"3872","786","0","1","0","-1","0"
"6407","2553","0","0","0","-1","0"
"6408","1203","0","0","0","-1","0"
"6410","2447","0","0","0","-1","0"
"10513","6378","0","1","0","-1","0"
"6418","5","0","1","0","-1","0"
"6422","561","0","1","0","-1","0"
"3844","958","0","1","0","-1","0"
"3850","958","0","1","0","-1","0"
"3854","768","0","1","0","-1","0"
"6592","2970","0","0","0","-1","0"
"5410","1430","0","1","0","-1","0"
"3577","92","0","1","0","-1","0"
"3581","92","0","1","0","-1","0"
"3586","806","0","1","0","-1","0"
"3590","806","0","1","0","-1","0"
"3594","806","0","1","0","-1","0"
"3598","812","0","1","0","-1","0"
"3883","998","0","1","0","-1","0"
"4828","1361","0","1","0","-1","0"
"3651","7","0","1","0","-1","0"
"3738","104","0","1","0","-1","0"
"3735","842","0","1","0","-1","0"
"3739","127","0","1","0","-1","0"
"5962","1254","0","1","0","-1","0"
"4698","1020","0","1","0","-1","0"
"5978","1947","0","1","0","-1","0"
"4164","73","0","1","0","-1","0"
"5784","1254","0","1","0","-1","0"
"8548","85","0","1","0","-1","0"
"4544","115","0","1","0","-1","0"
"3760","114","0","1","0","-1","0"
"4093","73","0","1","0","-1","0"
"5993","1430","0","1","0","-1","0"
"3825","104","0","1","0","-1","0"
"3826","109","0","1","0","-1","0"
"3829","669","0","1","0","-1","0"
"7272","85","0","1","0","-1","0"
"3834","958","0","1","0","-1","0"
"6774","1430","0","1","0","-1","0"
"6773","18","0","0","0","-1","0"
"6775","3280","0","1","0","-1","0"
"4085","73","0","1","0","-1","0"
"4231","497","0","1","0","-1","0"
"4105","73","0","1","0","-1","0"
"4201","98","0","1","0","-1","0"
"4199","98","0","1","0","-1","0"
"4131","1195","0","1","0","-1","0"
"4166","1021","0","1","0","-1","0"
"4197","1217","0","1","0","-1","0"
"4138","56","0","1","0","-1","0"
"4139","56","0","1","0","-1","0"
"4142","56","0","1","0","-1","0"
"6777","3469","0","1","0","-1","0"
"4147","1116","0","1","0","-1","0"
"4149","73","0","1","0","-1","0"
"6397","2531","0","1","0","-1","0"
"4367","497","0","1","0","-1","0"
"4210","73","0","1","0","-1","0"
"4214","85","0","1","0","-1","0"
"4216","73","0","1","0","-1","0"
"4218","85","0","1","0","-1","0"
"4220","73","0","1","0","-1","0"
"5175","73","0","1","0","-1","0"
"4222","85","0","1","0","-1","0"
"5471","1614","0","1","0","-1","0"
"4506","1198","0","1","0","-1","0"
"5924","1460","0","0","0","-1","0"
"6042","1116","0","1","0","-1","0"
"4516","507","0","1","0","-1","0"
"4229","1242","0","0","0","-1","0"
"5010","1217","0","0","0","-1","0"
"6021","1920","0","1","0","-1","0"
"6022","939","0","1","0","-1","0"
"5644","1666","0","1","0","-1","0"
"4620","497","0","1","0","-1","0"
"4307","1287","0","1","0","-1","0"
"4616","497","0","1","0","-1","0"
"7104","4","0","1","0","-1","0"
"4773","115","0","1","0","-1","0"
"6779","3280","0","1","0","-1","0"
"4661","1198","0","1","0","-1","0"
"7509","4573","0","0","0","-1","0"
"7477","2126","0","1","0","-1","0"
"7479","2126","0","1","0","-1","0"
"7481","2759","0","1","0","-1","0"
"6550","1430","0","1","0","-1","0"
"4657","1198","0","1","0","-1","0"
"5802","1782","0","1","0","-1","0"
"5761","507","0","1","0","-1","0"
"5756","507","0","1","0","-1","0"
"6651","97","0","0","0","-1","0"
"6652","4","0","1","0","-1","0"
"6654","1987","0","0","0","-1","0"
"7106","1076","0","1","0","-1","0"
"7107","4","0","1","0","-1","0"
"6703","3324","0","0","0","-1","0"
"12251","12276","0","0","0","-1","0"
"4483","1198","0","1","0","-1","0"
"4455","1198","0","1","0","-1","0"
"4402","12","0","1","0","-1","0"
"5468","537","0","1","0","-1","0"
"4424","113","0","1","0","-1","0"
"5007","1393","0","1","0","-1","0"
"5986","1430","0","1","0","-1","0"
"5032","1198","0","1","0","-1","0"
"4441","113","0","1","0","-1","0"
"7166","3821","0","1","0","-1","0"
"4445","12","0","1","0","-1","0"
"4449","12","0","1","0","-1","0"
"4485","1198","0","1","0","-1","0"
"4511","1198","0","1","0","-1","0"
"4491","73","0","1","0","-1","0"
"5922","163","0","1","0","-1","0"
"5464","1614","0","1","0","-1","0"
"6505","507","0","1","0","-1","0"
"7192","4091","0","1","0","-1","0"
"5463","1450","0","1","0","-1","0"
"4496","1198","0","1","0","-1","0"
"4881","1198","0","1","0","-1","0"
"4888","245","0","1","0","-1","0"
"4893","245","0","1","0","-1","0"
"5135","786","0","1","0","-1","0"
"5131","786","0","1","0","-1","0"
"4950","952","0","1","0","-1","0"
"5544","115","0","1","0","-1","0"
"5542","1203","0","1","0","-1","0"
"5554","1203","0","1","0","-1","0"
"4975","1393","0","1","0","-1","0"
"4993","507","0","1","0","-1","0"
"4996","507","0","1","0","-1","0"
"5016","1203","0","1","0","-1","0"
"5028","1198","0","1","0","-1","0"
"5026","1203","0","1","0","-1","0"
"5036","1203","0","1","0","-1","0"
"5886","1430","0","1","0","-1","0"
"5223","73","0","1","0","-1","0"
"6721","1198","0","1","0","-1","0"
"6724","5","0","1","0","-1","0"
"5551","1460","0","1","0","-1","0"
"5552","639","0","1","0","-1","0"
"5048","1203","0","1","0","-1","0"
"6726","3438","0","1","0","-1","0"
"6728","3463","0","1","0","-1","0"
"7469","85","0","1","0","-1","0"
"6715","497","0","1","0","-1","0"
"8546","85","0","1","0","-1","0"
"5746","507","0","1","0","-1","0"
"5548","115","0","1","0","-1","0"
"5056","1203","0","1","0","-1","0"
"5066","639","0","1","0","-1","0"
"5068","5","0","1","0","-1","0"
"6713","3182","0","1","0","-1","0"
"5072","1203","0","1","0","-1","0"
"5075","1361","0","1","0","-1","0"
"5081","786","0","1","0","-1","0"
"5083","1361","0","1","0","-1","0"
"5109","786","0","1","0","-1","0"
"5790","1460","0","1","0","-1","0"
"5089","786","0","1","0","-1","0"
"5168","1452","0","1","0","-1","0"
"5091","786","0","1","0","-1","0"
"5107","786","0","1","0","-1","0"
"5103","786","0","1","0","-1","0"
"5105","786","0","1","0","-1","0"
"5119","786","0","1","0","-1","0"
"6020","1886","0","1","0","-1","0"
"5156","545","0","1","0","-1","0"
"5737","786","0","1","0","-1","0"
"8996","770","0","1","0","-1","0"
"5151","138","0","1","0","-1","0"
"5396","115","0","1","0","-1","0"
"5149","786","0","1","0","-1","0"
"6583","498","0","1","0","-1","0"
"5301","73","0","1","0","-1","0"
"5169","85","0","1","0","-1","0"
"5171","73","0","1","0","-1","0"
"5173","85","0","1","0","-1","0"
"5183","1426","0","1","0","-1","0"
"7432","4316","0","1","0","-1","0"
"5373","73","0","1","0","-1","0"
"5188","1467","0","1","0","-1","0"
"5198","27","0","1","0","-1","0"
"5199","1426","0","1","0","-1","0"
"5229","73","0","1","0","-1","0"
"5212","138","0","1","0","-1","0"
"5556","639","0","1","0","-1","0"
"5586","1203","0","1","0","-1","0"
"6503","1393","0","1","0","-1","0"
"5599","1430","0","1","0","-1","0"
"5249","73","0","1","0","-1","0"
"5257","1452","0","1","0","-1","0"
"5259","1460","0","1","0","-1","0"
"5739","507","0","1","0","-1","0"
"6081","1114","0","1","0","-1","0"
"5865","1848","0","0","0","-1","0"
"5284","115","0","1","0","-1","0"
"6477","2662","0","1","0","-1","0"
"5829","497","0","1","0","-1","0"
"5291","85","0","1","0","-1","0"
"5293","33","0","1","0","-1","0"
"5296","33","0","1","0","-1","0"
"7487","100","0","1","0","-1","0"
"7523","100","0","1","0","-1","0"
"6040","1430","0","1","0","-1","0"
"7473","4316","0","1","0","-1","0"
"5333","73","0","1","0","-1","0"
"5856","138","0","1","0","-1","0"
"5594","1460","0","1","0","-1","0"
"5337","73","0","1","0","-1","0"
"5339","85","0","1","0","-1","0"
"6498","2711","0","1","0","-1","0"
"7860","5","0","1","0","-1","0"
"7862","5442","0","1","0","-1","0"
"5846","1452","0","1","0","-1","0"
"6078","1430","0","1","0","-1","0"
"5981","1430","0","1","0","-1","0"
"8855","100","0","1","0","-1","0"
"8179","2619","0","1","0","-1","0"
"8192","5894","0","1","0","-1","0"
"5359","85","0","1","0","-1","0"
"5371","1474","0","1","0","-1","0"
"6585","2695","0","1","0","-1","0"
"7282","4164","0","1","0","-1","0"
"8840","6522","0","1","0","-1","0"
"6945","4","0","1","0","-1","0"
"6939","498","0","1","0","-1","0"
"7236","1424","0","1","0","-1","0"
"5435","1531","0","1","0","-1","0"
"5439","1531","0","1","0","-1","0"
"6414","268","0","0","0","-1","0"
"6391","269","0","1","0","-1","0"
"5443","1531","0","1","0","-1","0"
"6073","70","0","1","0","-1","0"
"5449","1531","0","1","0","-1","0"
"7075","3832","0","1","0","-1","0"
"5459","1114","0","1","0","-1","0"
"5496","1614","0","1","0","-1","0"
"9085","6497","0","1","0","-1","0"
"9041","6822","0","1","0","-1","0"
"5521","1203","0","1","0","-1","0"
"6669","17","0","0","0","-1","0"
"5526","70","0","1","0","-1","0"
"5627","1460","0","1","0","-1","0"
"5719","507","0","1","0","-1","0"
"5833","1474","0","1","0","-1","0"
"5715","507","0","1","0","-1","0"
"5711","507","0","1","0","-1","0"
"8837","5720","0","1","0","-1","0"
"5744","507","0","1","0","-1","0"
"5710","1531","0","1","0","-1","0"
"5562","1203","0","1","0","-1","0"
"5564","1460","0","1","0","-1","0"
"5582","639","0","1","0","-1","0"
"6563","359","0","1","0","-1","0"
"6565","1198","0","1","0","-1","0"
"5880","770","0","1","0","-1","0"
"8657","6245","0","1","0","-1","0"
"5580","5","0","1","0","-1","0"
"5588","1637","0","1","0","-1","0"
"5636","1430","0","1","0","-1","0"
"8446","6159","0","1","0","-1","0"
"6662","2733","0","1","0","-1","0"
"6664","3206","0","1","0","-1","0"
"6492","497","0","1","0","-1","0"
"6494","4","0","1","0","-1","0"
"6484","2598","0","1","0","-1","0"
"6644","3057","0","1","0","-1","0"
"5617","1114","0","1","0","-1","0"
"5998","1114","0","1","0","-1","0"
"7057","3958","0","1","0","-1","0"
"6738","33","0","1","0","-1","0"
"5624","1072","0","1","0","-1","0"
"5623","1460","0","1","0","-1","0"
"6469","1337","0","1","0","-1","0"
"6509","497","0","1","0","-1","0"
"6511","497","0","1","0","-1","0"
"6485","2598","0","1","0","-1","0"
"5632","1460","0","1","0","-1","0"
"5635","1460","0","1","0","-1","0"
"27395","19356","0","1","0","-1","0"
"6656","3182","0","1","0","-1","0"
"5638","1072","0","1","0","-1","0"
"5699","1685","0","1","0","-1","0"
"5642","1203","0","1","0","-1","0"
"5650","1460","0","1","0","-1","0"
"5653","1666","0","1","0","-1","0"
"5665","639","0","1","0","-1","0"
"5667","1203","0","1","0","-1","0"
"5671","639","0","1","0","-1","0"
"5673","1203","0","1","0","-1","0"
"5675","1460","0","1","0","-1","0"
"5678","639","0","1","0","-1","0"
"5680","1298","0","1","0","-1","0"
"5684","1203","0","1","0","-1","0"
"5686","1114","0","1","0","-1","0"
"5690","1298","0","1","0","-1","0"
"5692","1683","0","0","0","-1","0"
"8048","1337","0","1","0","-1","0"
"5694","1683","0","0","0","-1","0"
"5696","1683","0","0","0","-1","0"
"5698","1460","0","1","0","-1","0"
"6667","3182","0","1","0","-1","0"
"5748","1298","0","1","0","-1","0"
"5894","1430","0","1","0","-1","0"
"6071","4","0","1","0","-1","0"
"5795","7","0","0","0","-1","0"
"5796","1666","0","0","0","-1","0"
"5884","5","0","1","0","-1","0"
"5805","1782","0","1","0","-1","0"
"5813","1730","0","1","0","-1","0"
"6698","3223","0","1","0","-1","0"
"5815","1452","0","1","0","-1","0"
"6248","2253","0","1","0","-1","0"
"5827","1430","0","1","0","-1","0"
"5821","497","0","1","0","-1","0"
"6648","3078","0","1","0","-1","0"
"5837","1826","0","1","0","-1","0"
"5841","525","0","1","0","-1","0"
"5854","525","0","1","0","-1","0"
"5977","1614","0","1","0","-1","0"
"8745","100","0","1","0","-1","0"
"8366","6026","0","0","0","-1","0"
"6745","3496","0","0","0","-1","0"
"5976","1430","0","1","0","-1","0"
"5967","939","0","1","0","-1","0"
"5958","92","0","1","0","-1","0"
"5960","939","0","1","0","-1","0"
"6024","1116","0","1","0","-1","0"
"6026","1923","0","1","0","-1","0"
"6989","4","0","1","0","-1","0"
"8213","5720","0","1","0","-1","0"
"6032","1430","0","1","0","-1","0"
"6034","1923","0","1","0","-1","0"
